uid,sid
1837,87
621,87
1034,87
606,87
2761,87
2410,87
5633,88
2715,88
4669,88
6311,88
3667,88
3987,88
2154,88
5532,89
4676,89
5504,90
3671,90
6469,90
7518,90
5714,91
1394,91
6233,91
6392,92
1704,92
5806,93
2331,93
822,93
3921,93
799,93
723,93
5488,93
5287,93
2818,93
6249,94
7559,93
143,95
4561,96
3606,95
5690,95
3187,95
5899,95
4711,97
2331,98
799,98
723,98
822,98
6000,98
4215,97
1388,97
448,97
2823,97
6574,97
5364,99
2715,97
4215,99
2625,100
5563,100
4526,97
3955,100
3946,100
24,99
2130,99
3006,99
2331,99
6759,99
1989,99
5575,99
3193,99
5018,99
250,99
4011,99
5690,99
769,99
970,99
1913,99
6000,99
1626,99
4061,99
3254,99
5942,99
3301,101
6634,101
7062,102
6303,102
1626,102
7000,103
5673,103
5128,104
3255,104
3388,105
2946,105
5546,105
2394,105
4306,105
7026,105
4806,105
2308,105
415,105
5007,105
4493,105
4481,106
1571,107
6742,108
2469,108
246,108
887,109
1821,109
7190,109
4000,109
2476,109
806,109
4156,109
4685,109
3530,109
3509,109
1645,109
1446,109
7174,109
3448,109
5152,110
5888,110
5389,110
4143,110
364,111
1572,111
6158,111
3759,111
3667,111
6402,111
2309,111
83,111
3053,111
1385,111
172,112
7413,111
172,111
4240,111
6586,112
5025,111
4573,111
4143,112
5152,111
248,111
5791,111
7046,111
700,111
5389,111
6703,111
6824,111
4143,111
3195,111
6387,111
6410,111
1712,113
877,113
4544,114
291,114
62,114
796,114
5727,114
2987,114
2701,114
4248,114
6656,114
3651,115
7001,116
1875,117
5273,118
3550,118
1684,118
4991,118
2504,118
5099,118
5205,118
7122,117
4644,117
256,117
6279,117
4698,119
3336,120
972,121
1989,121
5738,121
5361,121
3343,122
4163,122
237,122
5550,123
6407,124
2359,125
7041,125
548,126
6972,126
6427,127
704,125
4546,125
3561,128
4890,129
925,129
6868,129
1796,129
5969,130
143,131
2129,131
86,132
1243,132
2255,132
6703,131
7297,131
1820,131
5942,131
6634,131
4132,132
3123,132
1783,133
4498,134
941,134
3105,134
7500,134
1441,134
4825,135
976,135
6102,135
1529,135
2418,136
738,136
5118,137
7454,137
4493,137
3525,137
6249,138
4807,139
6967,139
3014,140
6469,140
5863,141
4704,142
1291,142
2129,143
7481,143
2173,144
5423,145
5595,145
940,146
3955,146
1051,147
3331,147
6974,147
4621,147
2432,147
3066,148
2090,149
6051,149
6655,150
14,151
1247,151
5208,152
4876,152
3934,152
6340,152
6354,153
6249,154
3708,154
327,154
2573,154
5429,154
3101,154
7383,155
6527,155
4973,155
1641,155
6163,155
978,155
2748,155
4118,155
529,155
4726,155
5342,155
6909,155
6629,155
1216,155
667,155
4868,155
326,155
6254,155
5881,155
1888,155
4248,155
2914,155
237,155
3846,155
6836,155
5445,155
5275,155
4337,155
3869,155
486,155
1468,155
5555,155
5707,155
1134,155
1399,155
5750,155
3499,155
4808,155
1159,155
2785,155
5165,155
3141,155
4050,155
4420,155
2659,155
1822,155
3414,155
3847,155
1953,155
5668,155
6570,155
10,155
4587,155
3922,155
3482,155
3157,155
6572,155
5636,155
2252,155
3383,155
4843,155
5164,156
7350,157
4592,157
3966,157
2797,157
4804,157
3294,157
2145,157
595,157
4438,157
5726,158
145,159
7454,160
1916,161
4100,161
5356,161
4319,161
5345,161
4636,161
6682,161
7312,161
7360,161
191,162
2359,163
776,164
4097,164
1001,164
2881,164
1020,164
1922,165
5240,165
473,166
4336,167
6275,168
2899,168
6670,169
2824,170
6279,171
1054,171
3693,172
2675,172
5,173
7481,173
390,174
1250,175
6469,176
5025,176
2948,176
2908,176
3081,176
4571,176
956,176
3443,176
5308,176
1443,177
2876,177
7161,177
1176,177
2611,177
7342,178
4194,178
2452,179
5454,180
6954,180
672,181
3476,181
1479,182
7041,182
5548,183
5353,184
6698,184
6022,184
1211,185
6142,185
7444,186
817,186
6155,186
7224,186
657,186
6297,186
3603,186
5306,187
3609,187
3283,187
3839,187
3425,187
3363,187
5690,187
6868,187
6921,187
3203,188
371,189
7351,190
692,190
392,191
2991,191
707,191
4975,191
2128,191
2801,191
1659,191
4858,191
6996,191
4055,191
3615,191
4890,191
3716,192
2803,192
7079,192
372,192
6642,193
654,193
5554,193
2167,193
1170,193
3225,193
486,193
5953,193
5267,193
476,193
440,193
1925,193
5308,193
1077,194
6516,195
6139,195
2033,195
5245,195
1798,195
3205,195
2419,195
4573,195
6938,195
3433,195
4071,196
6481,197
5273,198
3301,198
3550,198
1684,198
4991,198
2504,198
5099,198
4116,198
5205,198
3765,198
779,199
5034,200
4611,200
6439,201
833,201
4192,202
1546,203
3554,203
1500,204
985,204
1355,204
2348,204
3705,204
6215,204
5513,204
1062,204
7427,204
593,204
4507,204
1336,204
2861,204
4532,204
5269,204
5215,204
7027,204
2894,204
5199,205
5636,205
5550,205
3189,206
6914,206
7245,206
4090,207
5342,207
6696,207
5308,207
2240,208
3877,208
3615,208
3400,209
4255,209
4671,209
6660,210
3917,211
3569,212
2886,213
7326,213
1443,213
2462,213
5796,213
7345,213
2303,213
485,213
5898,213
1317,213
535,213
4874,213
6536,213
2939,213
3766,213
3396,213
3743,213
4305,213
3495,213
918,213
2728,214
1821,214
4312,214
1716,214
6203,214
4186,214
4403,214
2827,214
1479,214
1550,214
86,214
4302,214
5579,214
3458,214
3760,214
7407,214
2291,214
4737,214
6880,214
5200,214
3248,214
3688,214
3166,214
3652,214
3202,214
4551,214
5824,214
6441,214
889,214
3195,214
7551,214
787,214
1602,214
3622,214
1241,214
3401,214
7233,214
57,214
872,214
7143,214
6979,214
7195,214
3294,214
1816,214
1294,214
2897,214
2582,214
2928,214
79,214
2355,214
1864,214
6307,214
6921,214
5821,214
6296,214
6962,214
1546,214
4445,214
4967,214
1757,214
1521,214
5219,214
7161,214
1385,214
6644,214
2004,214
6622,214
1872,214
2325,214
4621,214
7207,214
2718,214
6290,214
3047,214
3615,214
2059,214
5669,214
7284,215
3388,215
2642,216
6728,216
1756,216
1341,216
6510,216
4605,216
3347,216
4045,216
388,216
1989,216
7495,216
7316,216
5750,216
3105,216
4731,216
3939,216
3090,216
5656,216
7290,216
4215,216
916,216
4866,216
4762,216
610,216
6698,216
1726,217
5069,217
5251,218
2179,218
4637,218
1059,218
7190,219
272,219
873,220
6697,220
4876,220
3035,220
4278,220
6685,220
6442,220
6150,220
2571,220
4973,220
1029,220
6128,220
1207,220
1290,220
2030,220
716,220
4890,220
2759,220
6381,220
3713,220
2348,220
14,220
4240,220
6230,220
3135,220
158,220
6211,220
5018,220
1704,220
970,220
2694,220
5038,220
4248,220
4978,220
7290,220
6753,220
4473,220
2714,220
717,220
1757,220
148,220
4378,220
6896,220
5750,220
1547,220
1784,220
7252,220
2677,221
2946,222
1769,222
7026,222
5359,222
2419,222
2694,222
7029,222
4022,222
6230,222
3467,222
3135,222
7413,222
2974,222
4030,222
5362,222
158,222
2514,222
1101,222
1704,222
1980,222
6832,222
6566,222
2555,222
7260,222
6387,222
6763,222
1498,222
1385,222
2941,222
4044,222
3431,222
7302,222
5555,222
5931,222
374,222
6373,222
6593,222
1197,222
5248,223
3740,224
5333,224
1435,225
3582,225
5012,225
6366,225
6280,225
3336,225
610,225
3396,225
4378,226
969,227
6166,228
7383,227
1364,227
5355,227
2247,228
1544,229
344,227
172,230
5079,230
6180,231
6163,232
6150,233
3117,231
4121,233
6660,233
2314,232
4442,234
1062,233
1980,231
7383,235
2555,231
4777,232
1364,235
5080,232
1385,231
5355,235
3448,233
925,233
2069,232
1037,231
344,235
969,235
5033,236
3622,236
5676,237
414,238
7302,238
392,239
4825,240
1241,240
94,240
7138,240
5069,240
5932,240
4488,240
434,240
3651,240
4152,240
2714,240
7302,240
1547,240
6150,241
4825,241
786,241
6303,241
5069,241
2767,241
390,241
434,241
6668,241
5018,241
6102,241
4978,241
1385,241
3865,241
6061,241
4766,241
7302,241
148,241
1197,241
6323,242
7481,242
6604,242
3255,242
3401,242
5680,243
3064,243
4287,244
5184,245
1197,246
1544,246
5752,247
2514,247
4488,247
3254,247
4101,248
2675,249
4648,250
6242,251
6967,251
2247,251
4052,251
6582,251
3966,251
4951,251
4012,251
2432,251
4807,251
2421,251
131,252
3422,252
4263,252
5230,252
6233,252
3214,252
683,252
396,252
5199,252
5306,252
1793,252
7530,252
4232,252
4621,252
4680,252
1280,252
7092,252
6023,252
3319,253
6841,254
1216,254
4475,254
3846,254
4684,254
3569,254
3661,254
4808,254
5176,254
4120,254
4861,254
1978,255
5818,255
3018,256
909,256
16,256
4640,256
7277,256
1864,256
4927,256
1484,256
3716,256
7297,256
957,256
4366,256
2442,256
6677,256
4644,256
4205,256
1166,257
6993,258
6593,258
7164,259
4462,259
3846,260
6190,260
5007,261
4498,262
3105,262
1453,263
1945,263
2514,263
4070,263
1468,263
1134,263
7173,263
6850,263
717,263
6431,263
5417,263
3482,263
2205,263
7195,263
1872,263
3955,264
4698,264
1655,264
5144,265
698,266
979,266
6097,265
3368,265
5673,266
5666,265
1216,265
6541,265
4648,265
2225,265
4973,265
1506,265
486,265
754,267
5750,268
1159,265
1399,265
1480,269
7079,265
4275,265
3751,265
3869,269
2314,269
58,269
1822,269
3998,265
492,265
4543,270
3251,271
5235,272
6802,273
7409,274
6470,274
4379,274
727,274
3968,275
3383,275
4993,274
1216,274
4440,274
6618,274
3882,274
2077,274
187,274
134,274
3716,274
6937,274
6110,274
372,274
2205,274
3436,276
4482,277
6453,277
6363,277
1714,278
6616,277
886,279
5806,279
4197,279
4423,279
4842,280
4760,280
6255,280
4409,279
118,281
2691,281
7174,282
1216,281
1928,283
4941,281
4234,284
7511,285
2929,279
1452,279
4090,286
1953,287
4587,284
2931,288
6209,289
364,289
4627,289
633,290
2834,290
785,290
3354,291
237,291
4682,292
6237,293
628,294
3638,294
4787,295
3128,296
1222,297
434,298
4644,299
2759,299
6510,299
4605,299
4045,299
388,299
610,299
6778,300
5806,300
7400,300
3716,300
2518,301
83,302
992,303
5999,304
4270,305
4745,306
7321,306
2759,306
3414,306
1726,306
539,306
1020,307
2449,308
7173,309
962,310
6160,310
3438,310
7234,311
94,312
309,313
3716,314
6690,315
14,315
2331,315
1704,315
7260,315
3537,315
6043,315
5380,316
3825,317
2375,317
1610,317
657,317
6740,317
744,317
237,317
4544,317
2209,318
7006,319
6261,320
27,320
2083,320
5010,320
112,321
5583,321
7454,321
532,321
5930,322
5038,322
5010,323
5117,323
3624,323
3515,323
1842,323
2190,323
4579,323
2449,324
6995,325
3882,326
309,327
5200,328
1816,328
3047,328
889,328
4186,328
4551,328
872,328
6715,329
4459,330
6715,331
328,331
2443,332
5448,332
5360,332
3202,333
4806,334
4748,335
4132,334
3481,335
1523,336
1726,337
7444,338
2633,339
1182,339
6874,339
2090,339
2344,339
3022,339
5127,339
5099,339
5801,339
853,339
529,339
6362,339
7488,339
6503,339
6693,339
1968,339
1462,339
6670,339
4540,339
5853,339
1626,339
6672,340
6460,340
6364,340
6261,340
4684,340
4861,340
4760,340
3960,340
6671,340
5984,340
5947,340
5958,341
6255,340
3557,342
5015,342
3859,342
3472,342
4064,343
918,342
1230,343
2129,343
3431,344
4565,344
6751,343
1402,343
6170,343
1854,343
2590,343
6742,343
5007,345
929,345
2484,345
3859,345
102,345
3839,345
3951,345
4434,345
595,345
5962,346
6719,347
3347,347
2689,346
5134,346
5806,348
6302,348
3492,349
6247,350
6707,349
619,349
4941,350
5268,351
3134,351
7526,351
6211,351
4830,351
2441,351
4573,351
1468,351
4626,352
7207,352
6752,353
673,354
2582,354
1024,354
5881,355
5969,355
6620,355
4307,355
6144,355
6240,355
6498,355
1974,355
2139,355
4714,355
808,355
6158,355
2459,355
2484,356
595,356
673,356
5350,357
3317,357
4183,357
7464,357
2884,358
3526,358
7230,358
6159,358
2443,358
845,358
2434,358
3714,358
3696,358
241,358
4671,358
5134,358
1999,358
6590,358
717,359
3748,360
6736,361
4866,362
6084,363
2087,364
6479,364
1246,365
2581,365
4825,365
2885,365
94,365
6061,365
4664,365
5840,366
1207,366
2974,366
7233,366
2607,366
4978,366
3865,366
6061,366
5750,366
1183,366
6888,367
1954,367
3347,368
6084,368
3832,369
7375,370
5652,370
248,370
7179,370
5776,370
3689,370
2469,370
6962,370
3561,370
517,370
3013,370
6370,370
3012,370
275,370
4626,370
6952,371
1872,371
808,371
1119,371
1836,371
3805,371
6465,371
6768,371
4838,371
3726,371
1020,371
6921,371
7515,371
7054,371
4442,371
6527,372
6484,373
5785,374
6336,374
5399,374
5713,374
1239,375
4337,375
562,376
3482,376
5840,377
2133,378
2745,378
3836,378
5942,379
6206,379
4804,379
5544,379
3368,379
4379,379
255,379
1145,379
1247,379
5287,379
5943,379
6616,379
1388,379
5724,379
1359,379
1295,379
5692,379
4277,379
2840,379
6178,379
6302,379
4799,380
1922,380
5713,380
6022,380
1790,381
687,382
767,383
2330,383
4130,384
5891,384
3667,384
2862,385
2756,385
3807,385
6783,385
5936,385
844,385
5429,385
6952,385
6833,385
3651,385
4480,385
7534,386
2656,387
3035,387
7210,387
3401,388
35,388
7534,388
5207,388
7481,388
4130,388
7534,389
223,390
1183,391
4371,391
2767,391
82,392
7495,393
1425,393
6763,394
5904,394
4371,394
7483,395
6142,395
4365,396
606,396
928,396
4936,396
6453,397
1156,397
4475,397
6881,398
4337,399
7136,400
4258,401
3922,402
2830,401
1329,401
2279,401
2443,401
1328,401
940,401
3972,401
4011,401
5341,401
3156,401
2145,401
4032,401
4762,401
2941,401
6000,401
5287,401
1441,401
3187,401
6566,403
7274,403
4941,403
4275,403
5942,404
5535,404
2322,404
3864,404
5398,405
1354,406
3677,407
4152,407
6950,407
4044,408
1572,408
6027,408
558,408
3422,408
57,408
7224,408
354,408
4655,408
3124,408
2889,408
1394,408
2283,408
2253,408
3194,408
3064,408
4055,408
3189,408
3793,408
5085,409
1238,410
4371,411
1641,412
6438,412
6462,412
2452,413
558,413
1660,414
4682,415
6302,416
5682,417
3668,417
2173,416
698,418
3788,419
6566,418
6962,420
215,420
2205,420
1872,420
6971,421
1777,422
3716,421
3930,421
211,423
5984,421
7039,422
5580,421
1806,422
7173,421
5029,421
4396,421
4424,424
3515,422
6124,421
1216,424
2205,421
5672,421
6302,424
4546,424
3400,422
1465,425
1216,426
2205,426
5682,427
3565,427
3515,428
1637,428
2173,429
7245,429
830,428
6251,428
2205,428
6593,430
4953,430
6249,431
4546,431
6055,431
4420,431
4032,431
2941,431
1067,432
1218,433
703,433
1844,434
4569,435
6206,436
62,437
6833,438
2942,439
4074,439
2561,440
2929,440
1003,440
2851,440
773,440
3554,441
3515,442
6423,442
1371,443
1980,443
2982,443
6332,443
1327,443
6376,443
4621,443
1912,443
1865,443
6868,443
4437,443
5962,443
5532,443
6518,443
3104,443
4580,443
794,443
2550,443
1008,443
7088,443
3458,443
7145,443
818,443
6168,443
1645,443
2692,443
2214,443
2284,443
4052,443
5028,443
1786,443
2666,443
6414,443
4635,443
6551,443
5238,444
4722,444
623,444
1526,444
4618,444
1476,444
7405,444
118,444
4831,444
5445,444
3303,444
7290,444
6590,444
5752,444
3853,444
6570,444
4671,444
372,444
2205,444
3651,444
3101,445
5676,445
4978,446
621,446
5219,447
4138,448
5984,448
621,448
6303,448
5088,448
1653,448
1637,449
3710,450
1001,451
4847,451
3488,452
83,453
7017,454
1087,454
7301,454
3238,455
6370,455
5017,455
4022,455
1216,455
3424,455
6320,455
5454,455
5938,455
2468,455
2090,455
3931,455
506,455
2649,455
6160,455
7046,455
5535,456
5806,456
2803,457
738,457
6097,458
456,458
726,458
6206,458
2225,458
3882,458
10,458
6747,459
4356,460
7173,460
5297,461
4306,462
6548,462
2819,462
118,462
3779,463
1207,464
5546,464
6128,464
6303,464
3336,465
6209,465
5205,465
2755,465
6832,466
1218,467
703,467
2492,468
5662,468
4012,468
6255,469
350,469
2968,470
6566,470
1247,470
6590,470
6970,471
4011,471
674,471
7189,471
3926,471
4946,471
4653,471
838,472
5273,471
1806,471
3478,471
1328,471
3972,471
5341,471
3739,471
2145,471
1626,471
5099,471
6507,471
5842,471
6353,471
1384,471
1207,473
6604,474
7481,474
454,474
1661,474
6979,475
491,475
6715,475
4618,476
2149,476
1918,476
3357,477
2755,478
1702,479
2358,477
5871,480
6993,477
3474,481
5628,481
6559,481
3436,482
5791,483
5794,484
4542,485
5940,486
6525,486
868,486
3825,486
5291,486
613,486
5557,486
1678,486
2289,486
5681,486
1179,486
3210,486
1205,486
5101,487
448,487
6909,487
86,487
1626,487
4238,488
5136,488
7052,488
4337,488
215,488
5069,489
5134,490
7503,491
6962,491
1020,492
1569,493
7432,494
6574,494
1716,494
3759,494
2307,494
6935,494
5429,494
212,494
2939,494
2290,494
7204,494
4713,494
4580,494
2816,494
5038,494
5481,494
673,494
1312,495
6671,495
4183,495
959,496
6818,497
3864,497
6362,497
5499,497
242,498
857,498
5896,499
6372,499
5895,499
1793,499
3391,499
1688,499
1022,499
1489,499
302,499
6903,499
2880,499
4437,499
6027,499
7350,499
3004,499
6623,499
2149,499
6733,499
1615,499
1619,499
6883,499
1952,499
7551,499
6231,499
1355,499
1982,499
89,499
6575,499
121,499
5048,499
3450,499
5944,499
6172,499
6457,499
7143,499
5579,499
5344,499
4371,499
2448,499
6935,499
7253,499
2791,499
4598,499
4257,499
4444,499
1114,499
3182,499
1460,499
2081,499
1850,499
2980,499
3727,499
7297,499
2031,499
629,499
5104,499
5848,499
7486,499
7403,499
4489,499
5476,499
4916,499
2351,499
51,499
6673,499
1337,499
6696,499
3454,499
6118,499
246,499
5773,499
7123,499
2120,499
3388,499
3028,499
786,499
7518,499
4024,499
545,499
1464,499
120,499
6361,499
7449,499
4816,499
7377,499
344,499
2377,499
4508,499
2836,499
6572,499
3734,499
1283,499
242,499
6824,499
6536,499
6279,499
4711,499
3420,499
3797,499
925,499
1820,500
845,501
3903,501
1216,501
1526,501
4200,502
6097,502
1465,502
5341,502
5136,502
3921,502
822,502
3914,502
7002,502
7534,503
7234,504
2822,505
2974,506
5434,507
6788,507
7215,507
262,507
4040,507
4670,507
6959,507
3249,508
5188,509
972,510
7138,511
14,511
6392,511
4716,511
169,511
4936,511
3013,512
3928,512
7162,513
5628,514
4277,515
7252,516
1354,517
3636,516
5824,516
3415,516
6097,516
1216,516
1145,516
3750,516
6937,516
5871,516
1448,516
2456,516
3846,516
6590,516
6132,516
7173,516
4121,518
4587,516
727,519
2947,516
6858,516
7520,519
4269,519
2586,519
2804,519
5000,519
18,519
6527,519
667,519
6769,519
4090,519
1888,519
3716,520
414,520
4008,519
4409,521
5680,521
4242,519
1999,519
6353,519
2510,519
6570,522
4258,523
3972,523
4405,524
3176,525
771,523
3960,526
6988,524
2352,524
4772,525
1637,527
3264,523
1087,528
6163,527
1328,523
5984,528
2145,523
823,527
1842,527
1342,529
978,527
5287,523
5143,527
6922,524
241,524
5136,530
1208,530
6922,530
567,524
5342,527
2154,527
559,527
1384,531
4093,531
667,527
3857,531
4868,527
5417,531
755,527
6254,527
1073,527
5881,527
7093,527
4569,532
2914,527
3482,533
4277,533
456,534
336,534
5547,535
3184,527
3302,535
2315,535
1211,534
5723,527
6097,527
3167,535
6222,536
6664,535
6836,527
1085,527
4070,527
3256,535
3716,527
649,535
1526,537
3276,535
492,527
187,527
4012,538
6959,535
6806,527
3869,527
486,527
3436,539
6971,539
2689,539
3515,527
1216,540
1179,541
6671,527
6887,539
5165,527
3141,527
6029,527
1104,542
1399,527
6451,540
3651,540
4420,535
6437,542
7000,535
1888,535
5216,527
7528,543
1637,544
4195,545
5597,546
3751,527
2521,545
4337,543
2528,527
1087,535
2104,542
1653,535
3932,535
3538,535
979,545
4337,535
7162,547
2947,527
6693,535
3083,548
2822,545
5094,549
2689,545
7332,527
4453,545
180,535
6850,550
4650,527
2748,545
1312,550
3759,550
7342,527
304,545
1030,545
2751,535
1872,551
1441,551
3759,545
1523,545
1312,545
7131,552
3482,552
5931,553
7503,535
698,552
3225,552
1674,535
7079,535
3938,551
1806,551
2441,551
748,535
1936,551
4253,554
4032,551
723,551
4011,551
4482,535
2209,535
2022,555
2595,535
5445,555
1384,535
2434,555
626,556
1194,555
623,556
3565,556
2190,557
6635,556
1641,558
7113,558
4453,558
6441,558
1312,558
3515,558
3836,558
5707,558
6570,558
3414,558
3482,558
5267,558
2595,559
1518,559
3317,559
2848,559
6982,559
3750,559
5287,559
6693,559
5176,559
6499,559
4482,559
492,559
2355,560
1095,561
2518,562
2803,563
6836,563
940,563
1145,563
5362,563
3515,563
6106,564
3988,563
3156,563
6127,565
3537,566
5417,567
4808,567
5958,568
3723,569
1211,570
4440,571
3569,572
3846,571
4450,571
414,571
4579,573
562,571
6672,574
1216,575
5360,575
7317,575
1766,576
1388,577
3526,578
6996,577
2249,577
3526,577
7165,577
3859,577
6177,579
61,577
5488,577
393,580
4312,581
6723,582
998,582
456,583
2586,582
4450,584
6291,585
7373,585
4694,586
255,587
994,587
304,588
5489,587
6459,589
723,590
3482,588
1875,588
2143,588
4393,589
7407,589
6806,588
3716,588
134,588
2190,591
2209,591
1518,592
6644,592
3499,592
665,593
2504,594
3156,595
3914,595
2105,596
3739,597
938,597
3126,597
2289,598
6251,599
7383,598
4676,600
143,601
3134,601
6462,601
3712,602
3766,598
7131,603
1623,598
2924,604
1585,604
3414,605
2307,598
4175,602
2804,598
4278,606
2068,607
18,598
4269,598
6769,598
5806,606
1199,606
6527,598
4245,598
5829,608
6491,608
5342,598
1030,607
6672,608
2083,607
4277,609
1312,610
981,611
7131,609
3482,609
6502,610
7491,608
3383,598
667,598
4705,598
1342,610
1134,610
7173,610
272,610
4868,598
3723,610
5554,607
6962,608
3788,607
4118,611
5881,598
4242,608
5129,608
1888,598
4195,608
978,612
7503,612
1283,612
5094,598
1030,613
5312,613
6847,614
3623,614
5448,614
576,598
5557,598
4513,615
5829,616
1912,616
7143,607
6597,616
3515,598
3930,617
143,616
4445,616
4242,616
3788,616
6654,607
5943,598
3018,615
5942,618
5799,619
5984,615
1208,619
58,607
1179,615
3651,615
5930,607
4676,607
7407,615
5615,598
4453,620
6922,598
1448,620
1170,620
5692,620
5554,598
4216,620
4754,618
978,618
5275,620
187,620
4337,620
3776,620
486,620
4941,621
1468,620
7066,618
1134,620
1506,598
2785,620
3141,620
6029,620
4459,621
1220,620
6570,620
4121,622
4587,620
6110,620
6572,620
6596,598
2252,620
3212,622
4050,598
3383,620
7151,623
715,624
1960,623
7097,618
4239,623
1523,623
2677,618
1241,618
2030,598
452,623
5346,624
2586,625
6638,624
4245,625
667,625
2510,598
4608,624
4220,618
5881,625
6353,625
5378,598
2947,598
6252,598
738,625
1179,625
6629,618
1499,598
2132,618
5563,624
5871,618
1216,618
7195,618
1145,618
998,624
2143,618
3882,624
6937,618
4661,618
4365,624
684,618
914,624
3308,624
7052,626
5119,624
7373,627
4682,624
1653,618
1243,627
304,626
6596,626
2355,618
1247,618
3714,618
5469,618
1452,624
162,618
794,627
6645,627
5615,627
7173,618
2803,618
3526,627
6186,627
5176,618
1087,618
5165,618
5204,618
4337,618
4317,618
3873,618
7357,618
143,628
3499,628
